ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17011.6796875;61.4779052734375;26717.8515625;0;61.87689208984375;0;;1.1923828125;18171;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17409.7734375;61.473480224609375;26642.072265625;0;296.486083984375;0;;1.181640625;13585;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17529.77734375;35.657989501953125;26853.109375;0;241.99998474121094;0;;1.169921875;19435;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17575.220703125;54.80302429199219;26707.9453125;0;51;0;;1.1142578125;19277;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17662.22265625;30.257596969604492;26880.693359375;0;247;0;;1.08984375;20376;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17214.11328125;45.136131286621094;26736.029296875;0;157.51580810546875;0;;1.08984375;19300;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17044.568359375;37.19948196411133;26811.69140625;0;131.5872802734375;0;;0.9921875;18374;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17133.423828125;27.446041107177734;26953.06640625;0;165.82171630859375;0;;1.1298828125;19539;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17442.111328125;55.30449295043945;26741.138671875;0;171;0;;1.1640625;19325;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17631.02734375;61.852325439453125;26601.830078125;0;246;0;;1;14007;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17092.228515625;22.546878814697266;27212.62109375;0;-43;3.5;;0.919921875;27305;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17408.166015625;30.27437973022461;26993.5546875;0;236.78457641601562;0;;0.935546875;19589;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17431.45703125;54.226993560791016;26868.84375;0;41;0;;0.8994140625;19464;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17363.796875;60.25551223754883;26709.8359375;0;235;0;;0.9091796875;19261;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17341.904296875;61.33124542236328;26743.71875;0;220.4583740234375;0;;0.888671875;19318;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17642.6015625;26.887048721313477;26986.03125;0;15.5;0;;1;20565;m2;189929;0;
..\..\world\azeroth\duskwood\passivedoodads\trees\duskwoodtreecanopy02.obj;17350.7265625;34.26708221435547;27132.759765625;0;24.5;0;;1;19784;m2;189561;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17464.611328125;50.60588073730469;26805.48046875;0;298;0;;0.8291015625;19396;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;17125.751953125;31.53171730041504;26816.265625;0;195.3538818359375;0;;0.9033203125;19374;m2;189929;0;
