ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16586.146484375;35.774497985839844;26845.26953125;0;42.5;0;;1;18381;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16274.58984375;32.27849197387695;26694.69140625;0;82.47979736328125;0;;1.2001953125;16949;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16539.609375;47.51106262207031;26651.873046875;0;97;0;;1.029296875;12637;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16301.318359375;29.967838287353516;26794.64453125;0;185.5;0;;1.029296875;17225;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16455.890625;44.52042770385742;26645.236328125;0;228;0;;0.763671875;11861;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16462.86328125;39.4252815246582;27138.322265625;0;359;0;;1;17971;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16120.7646484375;39.16539001464844;26729.9609375;0;20.6768798828125;0;;0.79296875;17016;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16466.091796875;37.443702697753906;26855.890625;0;0;0;;1;17453;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16510.576171875;38.3076286315918;27073.30078125;0;0;0;;1;17913;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16244.9140625;29.2130069732666;26986.515625;0;346.6072998046875;0;;0.8095703125;17742;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;16255.8046875;31.640459060668945;27061.484375;0;304.934814453125;0;;1.234375;17861;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;16561.794921875;40.622314453125;26718.341796875;0;111;0;;1.1943359375;18121;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;16509.6484375;37.40911865234375;26784.22265625;0;343;0;;1.2294921875;17247;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;16551.4140625;39.30194854736328;26746.90625;0;27;0;;1.134765625;18177;m2;189927;0;
..\..\world\azeroth\westfall\passivedoodads\trees\westfalltreecanopy01.obj;16109.6142578125;31.81752586364746;26815.26953125;0;314.7537841796875;0;;1.0791015625;17257;m2;190642;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;16138.1123046875;31.26564598083496;26767.55078125;0;74.69833374023438;0;;1.21484375;17210;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;16184.2236328125;32.08894729614258;26931.404296875;0;32.4326171875;0;;1.0703125;17607;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;16210.337890625;27.256572723388672;26914.0390625;0;213.89935302734375;0;;1.0625;17615;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;16417.439453125;34.337158203125;26745.71875;0;269.56878662109375;0;;1.1455078125;17183;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;16362.896484375;25.3886661529541;27222.1953125;0;221.07363891601562;0;;1.0390625;24916;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;16163.1416015625;27.79659652709961;26852.248046875;0;206.94479370117188;0;;1.109375;17385;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;16473.52734375;34.272178649902344;26828.94140625;0;310.5;0;;1;17354;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;16359.009765625;30.446420669555664;27104.64453125;0;323;0;;1;17934;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;16272.634765625;25.324880599975586;26863.828125;0;307;0;;1;17415;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy03.obj;16464.455078125;39.61040115356445;26912.7578125;0;219.65635681152344;0;;0.6123046875;17639;m2;189929;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;16186.568359375;28.46329689025879;26878.572265625;0;32.245849609375;0;;0.974609375;17500;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;16289.9541015625;32.5766716003418;26761.0625;0;93;0;;1.2197265625;17154;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy01.obj;16245.810546875;26.219587326049805;27201.70703125;0;88.640380859375;0;;1.2470703125;24905;m2;189927;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;16366.10546875;34.64431381225586;26930.078125;0;159.5;0;;1;17630;m2;189928;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;16282.435546875;26.90908432006836;26852.27734375;0;0;0;;1;17414;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;16457.357421875;39.761253356933594;27042.5859375;0;0;0;;1;17871;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;16369.529296875;32.063411712646484;27120.9296875;0;0;0;;1;17940;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;16397.326171875;31.15733528137207;26846.453125;0;0;0;;1;17444;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;16508.583984375;36.7296028137207;26842.728515625;0;0;0;;1;17457;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;16371.087890625;28.13884925842285;26978.791015625;0;0;0;;1;17752;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy04.obj;16528.37109375;37.00664138793945;27011.01171875;0;0;0;;1;17811;m2;189930;0;
..\..\world\azeroth\elwynn\passivedoodads\trees\elwynntreecanopy02.obj;16280.412109375;30.46505355834961;27048.669921875;0;329.5010070800781;0;;0.93359375;17862;m2;189928;0;
