ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-3.8308427333831787;3.699803590774536;4.088271617889404;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_C;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-4.930826663970947;-2.58073091506958;4.088271617889404;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_C;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;5.279843807220459;-4.064280033111572;8.75148868560791;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_C;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;3.9702775478363037;-5.422096252441406;4.088271617889404;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_C;199563
..\..\..\..\azeroth\elwynn\passivedoodads\skeleton\battlegladeboneshumandark.obj;0.7082595825195312;6.683563232421875;4.103616237640381;0.7547096014022827;0;0;-0.6560589671134949;1;Set_C;189893
..\..\..\..\azeroth\theblastedlands\passivedoodads\bones\blastedlandsbonepile02.obj;1.4043689966201782;6.731579303741455;4.160524845123291;0.7933533787727356;0;0;-0.6087613701820374;1.100000023841858;Set_C;190437
..\..\..\..\azeroth\theblastedlands\passivedoodads\bones\blastedlandsbonepile03.obj;1.3782340288162231;7.57147741317749;4.125454902648926;0.7547096014022827;0;0;-0.6560589671134949;1;Set_C;190438
..\..\..\..\generic\human\passivedoodads\bottles\bottle01.obj;-2.8208043575286865;4.730091571807861;5.208322525024414;0.7071067690849304;0;0;0.7071067690849304;1;Set_C;198057
..\..\..\..\generic\human\passivedoodads\bottles\bottlesmoke.obj;-2.220180034637451;3.819770097732544;5.150087356567383;0.7066760063171387;0.024677671492099762;0.02467767335474491;0.7066760659217834;1;Set_C;198058
..\..\..\..\generic\human\passivedoodads\bottles\bottlesmoke.obj;2.1183900833129883;5.003612995147705;6.195437908172607;0.7066760063171387;0.024677671492099762;0.02467767335474491;0.7066760659217834;0.8695654273033142;Set_C;198058
..\..\..\..\generic\human\passivedoodads\bottles\bottlesmoke.obj;5.535719871520996;0.00518798828125;4.7411909103393555;0.7066760063171387;0.024677671492099762;0.02467767335474491;0.7066760659217834;0.8695654273033142;Set_C;198058
..\..\..\..\generic\human\passivedoodads\bottles\bottlesmoke.obj;5.3251519203186035;3.56253981590271;5.812499046325684;0.7066760063171387;0.024677671492099762;0.02467767335474491;0.7066760659217834;0.8695654273033142;Set_C;198058
..\..\..\..\azeroth\westfall\passivedoodads\utensils\bowl.obj;-2.6733410358428955;4.299971580505371;5.2027130126953125;0.7071067690849304;0;0;0.7071067690849304;1;Set_C;190650
..\..\..\..\generic\orc\passivedoodads\animalskulls\carnosaurskull.obj;5.427574157714844;2.5111358165740967;5.216582775115967;0.7041404247283936;0.06470142304897308;-0.06470143049955368;0.7041404247283936;0.5254861116409302;Set_C;199050
..\..\..\..\generic\human\passivedoodads\cargonets\deadminecargonethangshort.obj;-2.7109405994415283;1.059638137235197e-7;5.209118843078613;0.7071067690849304;0;0;0.7071067690849304;0.5920332074165344;Set_C;198090
..\..\..\..\generic\human\passivedoodads\bookshelves\duskwoodbookshelf02.obj;5.455414772033691;2.541287422180176;4.091808319091797;2.1855694143368964e-8;0;0;-1;1;Set_C;198053
..\..\..\..\generic\human\passivedoodads\footlockers\duskwoodfootlocker01.obj;5.432370662689209;-0.19091913104057312;4.1214470863342285;1.0614939327524553e-7;0;0;-1;1.3600000143051147;Set_C;198238
