ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\..\generic\human\passivedoodads\cargonets\deadminecargonethang.obj;5.312979221343994;9.49751091003418;8.12817668914795;0.7071067690849304;0;0;0.7071067690849304;0.5251052975654602;Set_$DefaultGlobal;198089
..\..\..\..\generic\human\passivedoodads\cargonets\deadminecargonethang.obj;-2.106461763381958;-1.2761927843093872;2.488643169403076;0.7071067690849304;0;0;0.7071067690849304;0.8950818777084351;Set_$DefaultGlobal;198089
..\..\..\..\generic\human\passivedoodads\hanginglanterns\generalhanginglanternlong.obj;-0.29332298040390015;0.46379226446151733;11.139737129211426;0.7071067690849304;0;0;0.7071067690849304;1.4800000190734863;Set_$DefaultGlobal;198292
..\..\..\..\generic\human\passivedoodads\haypiles\shadowfanghaypile02.obj;-7.996931552886963;4.9235615730285645;2.0840275287628174;0.5460277795791626;-0.10463777184486389;0.04234582558274269;0.8301273584365845;0.7055964469909668;Set_$DefaultGlobal;198297
..\..\..\..\generic\human\passivedoodads\haypiles\shadowfanghaypile02.obj;-6.376288414001465;3.4845004081726074;1.8082605600357056;0.5519369840621948;0;0;0.8338857889175415;0.7125140428543091;Set_$DefaultGlobal;198297
..\..\..\..\generic\human\passivedoodads\haypiles\shadowfanghaypile02.obj;-6.778769016265869;4.9451141357421875;1.9952867031097412;0.5515082478523254;0.015284884721040726;0.059397388249635696;0.8319116234779358;0.7055964469909668;Set_$DefaultGlobal;198297
..\..\..\..\generic\human\passivedoodads\haypiles\shadowfanghaypile02.obj;-7.392735958099365;3.814403533935547;1.9952867031097412;0.5519369840621948;0;0;0.8338858485221863;0.7055964469909668;Set_$DefaultGlobal;198297
..\..\..\..\generic\human\passivedoodads\haypiles\shadowfanghaypile02.obj;-8.174567222595215;2.773972749710083;2.0633137226104736;0.562167227268219;0.12176144123077393;-0.050083670765161514;0.8164764046669006;0.7055964469909668;Set_$DefaultGlobal;198297
..\..\..\..\generic\human\passivedoodads\haypiles\shadowfanghaypile01.obj;-8.244352340698242;4.003225803375244;1.760305643081665;0.7040147185325623;0;0;0.7101853489875793;0.8873332142829895;Set_$DefaultGlobal;198296
..\..\..\..\generic\human\passivedoodads\haypiles\shadowfanghaypile01.obj;-6.519991397857666;4.013556480407715;1.760305643081665;0.7040147185325623;0;0;0.7101853489875793;0.8873332142829895;Set_$DefaultGlobal;198296
