ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\..\generic\human\passivedoodads\hanginglanterns\generalhanginglanternlong.obj;-8.67926025390625;0.08625072985887527;17.05999183654785;0.7071067690849304;0;0;0.7071067690849304;2.190000057220459;Set_$DefaultGlobal;198292
..\..\..\..\generic\human\passivedoodads\hanginglanterns\generalhanginglanternlong.obj;1.1415576934814453;-6.838766574859619;27.246294021606445;0.7071067690849304;0;0;0.7071067690849304;2.190000057220459;Set_$DefaultGlobal;198292
..\..\..\..\generic\human\passivedoodads\hanginglanterns\generalhanginglanternlong.obj;5.426800727844238;-7.815889835357666;11.445709228515625;0.7071067690849304;0;0;0.7071067690849304;2.190000057220459;Set_$DefaultGlobal;198292
..\..\..\..\generic\human\passivedoodads\hanginglanterns\generalhanginglanternlong.obj;3.106616497039795;8.020052909851074;21.72271156311035;0.7071067690849304;0;0;0.7071067690849304;2.190000057220459;Set_$DefaultGlobal;198292
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;6.4645538330078125;-9.92874526977539;0.02078586257994175;0.7071067690849304;0;0;0.7071067690849304;0.9009009003639221;Set_A;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-5.133519649505615;-2.421480894088745;0.02078586257994175;0.7071067690849304;0;0;0.7071067690849304;0.9009009003639221;Set_A;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-7.981367588043213;-5.899778842926025;19.11283302307129;0.7071067690849304;0;0;0.7071067690849304;0.9009009003639221;Set_A;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-0.3796859383583069;-7.420186519622803;29.51166534423828;0.7071067690849304;0;0;0.7071067690849304;0.9009009003639221;Set_A;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-1.366418480873108;-11.706507682800293;1.258334755897522;0.7071067690849304;0;0;0.7071067690849304;1;Set_A;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-2.7275235652923584;-11.373652458190918;0.02078586257994175;0.7071067690849304;0;0;0.7071067690849304;0.9009009003639221;Set_A;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-3.4197990894317627;10.638517379760742;1.2529127597808838;0.7071067690849304;0;0;0.7071067690849304;1;Set_A;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-2.6950666904449463;9.177546501159668;0.02078586257994175;0.7071067690849304;0;0;0.7071067690849304;0.9009009003639221;Set_A;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;0.1664954274892807;-11.433942794799805;0.02078586257994175;0.7071067690849304;0;0;0.7071067690849304;0.9009009003639221;Set_A;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;11.511725425720215;-4.064681053161621;0.02078586257994175;0.7071067690849304;0;0;0.7071067690849304;0.9009009003639221;Set_A;199563
..\..\..\..\generic\passivedoodads\crate02\crate02.obj;6.671212673187256;9.39852237701416;0.0551961250603199;0.8987939953804016;0;0;0.4383712112903595;0.9999999403953552;Set_A;199634
..\..\..\..\generic\human\passivedoodads\cargonetboxes\deadminecargonetboxes.obj;5.888873100280762;8.416990280151367;5.633351802825928;8.16593939134691e-8;0.4146932065486908;-0.9099612832069397;-1.1984848669044368e-8;0.9999999403953552;Set_A;198086
..\..\..\..\generic\human\passivedoodads\cargonets\deadminecargonethang.obj;-4.464053630828857;-6.627902507781982;4.616385459899902;0.7071067690849304;0;0;0.7071067690849304;0.6769710779190063;Set_A;198089
..\..\..\..\generic\human\passivedoodads\cargonets\deadminecargonethangshort.obj;4.875720500946045;-10.202250480651855;3.86985445022583;-0.09584570676088333;0;0;-0.9953961968421936;0.702867329120636;Set_A;198090
..\..\..\..\generic\human\passivedoodads\chairs\generalchairloend01.obj;0.2852983772754669;8.535271644592285;0.0578443743288517;0.94264155626297;-5.139238999776275e-16;5.139238999776275e-16;-0.3338067829608917;0.9999998807907104;Set_A;198115
