ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-4.186423301696777;-4.121618747711182;8.75148868560791;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_$DefaultGlobal;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-3.269017457962036;-4.480194091796875;8.75148868560791;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_$DefaultGlobal;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;0.8578792214393616;-3.768937110900879;8.75148868560791;0.7071067690849304;0;0;0.7071067690849304;0.9831932783126831;Set_$DefaultGlobal;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-0.5920750498771667;-3.7910897731781006;8.75148868560791;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_$DefaultGlobal;199563
..\..\..\..\generic\passivedoodads\particleemitters\housesmoke.obj;1.3255622386932373;7.042982578277588;16.623409271240234;0.7071067690849304;0;0;0.7071067690849304;1.2000000476837158;Set_$DefaultGlobal;199954
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-3.8308427333831787;3.699803590774536;4.088271617889404;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_C;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;-4.930826663970947;-2.58073091506958;4.088271617889404;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_C;199563
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;5.279843807220459;-4.064280033111572;8.75148868560791;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_C;199563
..\..\..\..\generic\human\passivedoodads\bottles\bottle01.obj;-2.8208043575286865;4.970897197723389;5.258951663970947;0.7071067690849304;0;0;0.7071067690849304;1;Set_C;198057
..\..\..\..\generic\human\passivedoodads\bottles\bottle01.obj;2.0169379711151123;4.956567764282227;6.20667839050293;0.7071067690849304;0;0;0.7071067690849304;1;Set_C;198057
..\..\..\..\azeroth\westfall\passivedoodads\utensils\bowl.obj;-2.6733410358428955;4.540777683258057;5.253342151641846;0.7071067690849304;0;0;0.7071067690849304;1;Set_C;190650
..\..\..\..\azeroth\westfall\passivedoodads\utensils\bowl.obj;-2.091503620147705;3.5140323638916016;5.253342151641846;0.7071067690849304;0;0;0.7071067690849304;1.3199999332427979;Set_C;190650
..\..\..\..\generic\human\passivedoodads\cargonets\deadminecargonethangshort.obj;-2.7109405994415283;1.1920928955078125e-7;5.209118843078613;0.7071067690849304;0;0;0.7071067690849304;0.5920332074165344;Set_C;198090
..\..\..\..\generic\human\passivedoodads\animalheads\duskwoodboarhead01.obj;1.1083685159683228;5.1171555519104;7.435338497161865;0.7071067690849304;0;0;-0.7071067690849304;1.3899999856948853;Set_C;197841
..\..\..\..\generic\human\passivedoodads\footlockers\duskwoodfootlocker01.obj;5.432370662689209;-0.19091913104057312;4.1214470863342285;1.0614939327524553e-7;0;0;-1;1.3600000143051147;Set_C;198238
..\..\..\..\generic\human\passivedoodads\wardrobe\duskwoodwardrobe02.obj;5.457143306732178;-3.866407632827759;4.107731819152832;1.0614938616981817e-7;0;0;-1;1;Set_C;198634
..\..\..\..\generic\human\passivedoodads\wardrobe\duskwoodwardrobe01.obj;5.48826789855957;3.2413206100463867;4.117110252380371;2.1855694143368964e-8;0;0;-1;1;Set_C;198633
..\..\..\..\generic\human\passivedoodads\bottles\greenbottle02.obj;-0.3853680193424225;5.02313232421875;6.20348596572876;0.7071067690849304;0;0;0.7071067690849304;1.0800000429153442;Set_C;198061
..\..\..\..\generic\human\passivedoodads\bottles\greenbottle02.obj;-0.18501096963882446;4.912833213806152;6.20348596572876;0.7071067690849304;0;0;0.7071067690849304;0.7941176891326904;Set_C;198061
..\..\..\..\generic\human\passivedoodads\bottles\greenbottle02.obj;2.588669776916504;4.912833213806152;6.20348596572876;0.7071067690849304;0;0;0.7071067690849304;0.7941176891326904;Set_C;198061
..\..\..\..\generic\human\passivedoodads\bottles\greenbottle02.obj;-3.0934948921203613;4.76500129699707;5.2537407875061035;0.7071067690849304;0;0;0.7071067690849304;1.0800000429153442;Set_C;198061
..\..\..\..\generic\human\passivedoodads\tables\inntablesmall.obj;-2.161072254180908;4.089766502380371;4.1371965408325195;1;0;0;2.1855694143368964e-8;1;Set_C;198604
..\..\..\..\azeroth\elwynn\passivedoodads\jars\jar03.obj;5.410776615142822;0.4277191162109375;4.752877712249756;0.7071067690849304;0;0;0.7071067690849304;1;Set_C;189817
..\..\..\..\azeroth\elwynn\passivedoodads\jars\jar02.obj;5.409026145935059;-0.11905503273010254;4.752663612365723;0.7071067690849304;0;0;0.7071067690849304;1;Set_C;189816
..\..\..\..\azeroth\elwynn\passivedoodads\pick\pick.obj;-5.062654972076416;4.838815689086914;4.1139984130859375;0.8713499903678894;-0.12472274154424667;0.20027168095111847;0.4302147328853607;0.9999998807907104;Set_C;189834
..\..\..\..\generic\passivedoodads\furniture\containers\sack02.obj;-4.966336727142334;-2.6366376876831055;4.948740005493164;0.9953961968421936;0;0;0.09584575891494751;0.7102270126342773;Set_C;199746
..\..\..\..\generic\passivedoodads\furniture\containers\sack01.obj;-4.941747188568115;-4.49939489364624;4.118908882141113;0.2249511182308197;0;0;-0.9743700623512268;1;Set_C;199745
..\..\..\..\generic\passivedoodads\furniture\containers\sack01.obj;-4.991400241851807;-3.451664447784424;4.118908882141113;0.013089652173221111;0;0;-0.9999143481254578;1;Set_C;199745
..\..\..\..\generic\passivedoodads\furniture\containers\sack01.obj;-4.937172889709473;-4.0360260009765625;4.34550666809082;-0.052335865795612335;0;0;-0.9986295104026794;1;Set_C;199745
..\..\..\..\azeroth\elwynn\passivedoodads\shovel\shovel.obj;-5.233481407165527;5.146368980407715;4.076183319091797;0.6442273855209351;-0.08397280424833298;0.08784517645835876;0.7551177740097046;1.2500001192092896;Set_C;189854
..\..\..\..\azeroth\westfall\passivedoodads\utensils\stein.obj;-1.6776139736175537;4.627519607543945;5.257144451141357;0.7071067690849304;0;0;0.7071067690849304;1.2100000381469727;Set_C;190654
..\..\..\..\generic\human\passivedoodads\artwork\stormwindpainting01.obj;2.951270341873169;-5.953297138214111;6.513114929199219;0.7071067690849304;0;0;0.7071067690849304;0.5649717450141907;Set_C;197939
..\..\..\..\generic\human\passivedoodads\rugs\stormwindrug02.obj;-0.3600307106971741;-0.2739664614200592;4.11440896987915;1;0;0;2.1855695919725804e-8;1.9741699695587158;Set_C;198436
..\..\..\..\generic\human\passivedoodads\bottles\greenbottle02.obj;2.3312900066375732;5.02313232421875;6.20348596572876;0.7071067690849304;0;0;0.7071067690849304;1.0800000429153442;Set_C;198061
..\..\..\..\generic\human\passivedoodads\bottles\greenbottle02.obj;-0.30400365591049194;4.912833213806152;6.20348596572876;0.7071067690849304;0;0;0.7071067690849304;0.7941176891326904;Set_C;198061
..\..\..\..\generic\passivedoodads\barrel\barrel01.obj;3.9702775478363037;-5.422096252441406;4.088271617889404;0.7071067690849304;0;0;0.7071067690849304;0.8403361439704895;Set_C;199563
