ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\generic\human\passivedoodads\lanterns\generallantern03.obj;-2.8108010292053223;5.597260475158691;-0.2650705873966217;0.5446388721466064;0;0;-0.8386706709861755;0.9999997615814209;Set_$DefaultGlobal;198329
..\..\..\generic\human\passivedoodads\crates\stormwindcrate01.obj;0.17129580676555634;-0.10192150622606277;-6.4135589599609375;0.6358307600021362;-0.0012265766272321343;-0.022027065977454185;0.7715131640434265;1.088889241218567;Set_$DefaultGlobal;198168
..\..\..\generic\human\passivedoodads\crates\stormwindcrate01.obj;0.06407462060451508;-0.3105129599571228;-5.1442742347717285;0.6943495273590088;-0.0007733436650596559;-0.024503394961357117;0.7192202210426331;0.740740954875946;Set_$DefaultGlobal;198168
..\..\..\generic\human\passivedoodads\crates\stormwindcrate01.obj;-1.0555088520050049;-0.5330467224121094;-6.322531223297119;0.5484036207199097;0.016398845240473747;-0.006404023617506027;0.8360283970832825;0.7407410144805908;Set_$DefaultGlobal;198168
..\..\..\generic\human\passivedoodads\lanterns\generallantern03.obj;14.505200386047363;5.404827117919922;-1.2014029026031494;0.9588197469711304;0;0;0.2840152382850647;0.9999999403953552;Set_$DefaultGlobal;198329
..\..\..\generic\passivedoodads\misc\minecars\caveminecar01.obj;13.19780158996582;3.996302843093872;-5.803913593292236;-0.24324537813663483;0.2493980973958969;0.643380880355835;-0.6816841959953308;0.9999995231628418;Set_$DefaultGlobal;199876
..\..\..\generic\human\passivedoodads\lanterns\generallantern03.obj;6.47607946395874;5.404827117919922;-0.8392219543457031;-0.4344453513622284;0;0;-0.900698184967041;0.9999998807907104;Set_$DefaultGlobal;198329
..\..\..\generic\passivedoodads\misc\minecars\caveminecar01.obj;15.139545440673828;5.385472774505615;-6.37601900100708;0.07836034893989563;-0.029091281816363335;-0.07193911820650101;-0.9939004778862;1.000000238418579;Set_$DefaultGlobal;199876
..\..\..\generic\passivedoodads\misc\minecars\caveminecarwrecked02.obj;-19.38338851928711;3.8953332901000977;-5.207220554351807;0.5784209370613098;0.023600466549396515;0.023240862414240837;0.8150657415390015;1.000000238418579;Set_$DefaultGlobal;199881
..\..\..\generic\human\passivedoodads\lanterns\generallantern03.obj;-18.03068733215332;-2.045375347137451;-3.099015951156616;0.9996573328971863;0;0;0.026176968589425087;0.9999998211860657;Set_$DefaultGlobal;198329
..\..\..\generic\human\passivedoodads\crates\stormwindcrate01.obj;-21.20589828491211;4.912563800811768;-5.017436981201172;0.8169931769371033;-0.041235752403736115;0.028214121237397194;0.5744786858558655;1.000000238418579;Set_$DefaultGlobal;198168
